Area,Area Type,Indicator,Indicator Type,Year,Year Type,Measure Type,Value,Rate
Dumfries and Galloway,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,1390,9.290201845
Dumfries and Galloway,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,1390,9.290201845
Dundee City,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,200,1.39275766
East Ayrshire,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,150,1.247090123
East Dunbartonshire,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,-180,-1.697472652
East Lothian,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,10,0.107839965
East Renfrewshire,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,-70,-0.778816199
Falkirk,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,240,1.598614534
Fife,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,930,2.616328138
Fife,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,930,2.616328138
Forth Valley,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,620,2.161785216
Glasgow City,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,250,0.439174352
Grampian,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,2030,3.784771422
Greater Glasgow and Clyde,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,-130,-0.117031716
Highland,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,2150,9.85967165
Highland,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,2720,8.819714656
Inverclyde,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,0,0
Lanarkshire,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,310,0.488966703
Lothian,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,1670,2.121281406
Midlothian,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,-70,-0.874453467
Moray,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,700,7.769145394
Na h-Eileanan Siar,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,250,9.283327144
North Ayrshire,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,80,0.58526593
North Lanarkshire,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,20,0.061135905
Orkney,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,180,8.968609865
Orkney Islands,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,180,8.968609865
Perth and Kinross,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,620,4.490801101
Renfrewshire,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,-50,-0.291664236
SCOTLAND,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,12500,2.446088216
SCOTLAND,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,12500,2.446088216
Scottish Borders,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,570,5.170068027
Shetland,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,190,8.539325843
Shetland Islands,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,190,8.539325843
South Ayrshire,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,290,2.588592341
South Lanarkshire,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,310,1.010265602
Stirling,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,110,1.2569992
Tayside,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,1260,3.20610687
West Dunbartonshire,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,-100,-1.092537966
West Lothian,Council Area,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,90,0.54542149
Western Isles,Health Board,Rest of UK Net Migration,Flow,2005,Mid-Year,Count,250,9.283327144
Aberdeen City,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,140,0.667843343
Aberdeenshire,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,1070,4.436520441
Angus,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,130,1.155555556
Argyll and Bute,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,550,6.053268765
Ayrshire and Arran,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,420,1.137194379
Borders,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,550,4.96121234
City of Edinburgh,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,1920,4.247411733
Clackmannanshire,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,140,2.825999193
Dumfries and Galloway,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,850,5.675368899
Dumfries and Galloway,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,850,5.675368899
Dundee City,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,-150,-1.046316964
East Ayrshire,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,110,0.913317835
East Dunbartonshire,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,-130,-1.231177195
East Lothian,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,10,0.10655301
East Renfrewshire,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,-160,-1.782729805
Falkirk,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,100,0.661857171
Fife,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,650,1.819403236
Fife,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,650,1.819403236
Forth Valley,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,540,1.87032419
Glasgow City,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,-400,-0.70365549
Grampian,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,1640,3.028120903
Greater Glasgow and Clyde,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,-910,-0.820707071
Highland,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,1460,6.612917837
Highland,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,2010,6.449749711
Inverclyde,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,-40,-0.485908649
Lanarkshire,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,230,0.360959839
Lothian,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,2170,2.736478392
Midlothian,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,-40,-0.500062508
Moray,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,430,4.736726151
Na h-Eileanan Siar,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,190,7.021433851
North Ayrshire,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,110,0.80415235
North Lanarkshire,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,-10,-0.030419176
Orkney,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,150,7.374631268
Orkney Islands,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,150,7.374631268
Perth and Kinross,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,450,3.228583728
Renfrewshire,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,-220,-1.284521516
SCOTLAND,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,8900,1.733878823
SCOTLAND,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,8900,1.733878823
Scottish Borders,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,550,4.96121234
Shetland,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,10,0.450247636
Shetland Islands,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,10,0.450247636
South Ayrshire,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,200,1.78412132
South Lanarkshire,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,300,0.97260496
Stirling,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,300,3.405607901
Tayside,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,430,1.087946564
West Dunbartonshire,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,-30,-0.328191664
West Lothian,Council Area,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,280,1.675543055
Western Isles,Health Board,Rest of UK Net Migration,Flow,2006,Mid-Year,Count,190,7.021433851
Aberdeen City,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,320,1.506094978
Aberdeenshire,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,750,3.068865338
Angus,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,160,1.409194997
Argyll and Bute,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,470,5.176781584
Ayrshire and Arran,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,490,1.321645314
Borders,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,690,6.14973262
City of Edinburgh,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,750,1.64459258
Clackmannanshire,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,190,3.754940711
Dumfries and Galloway,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,740,4.921194387
Dumfries and Galloway,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,740,4.921194387
Dundee City,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,-270,-1.878914405
East Ayrshire,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,150,1.240181893
East Dunbartonshire,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,-130,-1.23750595
East Lothian,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,280,2.929789683
East Renfrewshire,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,-190,-2.114870882
Falkirk,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,40,0.262605042
Fife,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,610,1.70039583
Fife,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,610,1.70039583
Forth Valley,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,500,1.716148962
Glasgow City,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,330,0.577165244
Grampian,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,1520,2.772204997
Greater Glasgow and Clyde,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,-70,-0.06294964
Highland,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,1640,7.321428571
Highland,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,2120,6.734648496
Inverclyde,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,-60,-0.730727073
Lanarkshire,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,290,0.452044332
Lothian,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,1110,1.384989706
Midlothian,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,20,0.248849073
Moray,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,460,5.030621172
Na h-Eileanan Siar,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,100,3.675119441
North Ayrshire,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,120,0.873235337
North Lanarkshire,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,10,0.030196884
Orkney,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,160,7.774538387
Orkney Islands,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,160,7.774538387
Perth and Kinross,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,580,4.109394927
Renfrewshire,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,-10,-0.058183511
SCOTLAND,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,8800,1.70212766
SCOTLAND,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,8800,1.70212766
Scottish Borders,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,690,6.14973262
Shetland,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,130,5.81655481
Shetland Islands,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,130,5.81655481
South Ayrshire,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,220,1.957643709
South Lanarkshire,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,280,0.902149048
Stirling,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,270,3.053262467
Tayside,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,460,1.15467644
West Dunbartonshire,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,10,0.109445113
West Lothian,Council Area,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,70,0.413052458
Western Isles,Health Board,Rest of UK Net Migration,Flow,2007,Mid-Year,Count,100,3.675119441
Aberdeen City,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,270,1.26156434
Aberdeenshire,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,600,2.430822834
Angus,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,170,1.484845838
Argyll and Bute,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,400,4.448893338
Ayrshire and Arran,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,880,2.36482855
Borders,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,850,7.498235709
City of Edinburgh,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,1350,2.944255431
Clackmannanshire,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,120,2.344207853
Dumfries and Galloway,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,930,6.158532548
Dumfries and Galloway,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,930,6.158532548
Dundee City,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,50,0.346524361
East Ayrshire,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,280,2.302631579
East Dunbartonshire,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,40,0.381170192
East Lothian,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,390,4.000820681
East Renfrewshire,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,-130,-1.446533882
Falkirk,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,110,0.717594103
Fife,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,510,1.416509277
Fife,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,510,1.416509277
Forth Valley,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,550,1.877004983
Glasgow City,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,850,1.475182228
Grampian,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,1270,2.293702252
Greater Glasgow and Clyde,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,960,0.859568067
Highland,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,1370,6.036040005
Highland,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,1770,5.585710679
Inverclyde,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,50,0.609756098
Lanarkshire,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,420,0.651576971
Lothian,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,2190,2.70724652
Midlothian,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,90,1.103617413
Moray,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,400,4.308487721
Na h-Eileanan Siar,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,130,4.765395894
North Ayrshire,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,340,2.46537597
North Lanarkshire,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,220,0.660105617
Orkney,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,170,8.196721311
Orkney Islands,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,170,8.196721311
Perth and Kinross,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,530,3.702927409
Renfrewshire,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,110,0.637164041
SCOTLAND,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,11500,2.210305791
SCOTLAND,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,11500,2.210305791
Scottish Borders,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,850,7.498235709
Shetland,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,130,5.782918149
Shetland Islands,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,130,5.782918149
South Ayrshire,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,250,2.220051505
South Lanarkshire,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,220,0.70669108
Stirling,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,320,3.614185679
Tayside,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,750,1.866089423
West Dunbartonshire,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,20,0.219322294
West Lothian,Council Area,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,360,2.100472606
Western Isles,Health Board,Rest of UK Net Migration,Flow,2008,Mid-Year,Count,130,4.765395894
Aberdeen City,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,280,1.290203668
Aberdeenshire,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,220,0.883463176
Angus,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,30,0.261255769
Argyll and Bute,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,310,3.465623253
Ayrshire and Arran,Health Board,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,420,1.127728701
Borders,Health Board,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,250,2.200897966
City of Edinburgh,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,360,0.777151739
Clackmannanshire,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,0,0
Dumfries and Galloway,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,560,3.704683779
Dumfries and Galloway,Health Board,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,560,3.704683779
Dundee City,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,-10,-0.068884756
East Ayrshire,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,120,0.982720498
East Dunbartonshire,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,-40,-0.381097561
East Lothian,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,70,0.711816148
East Renfrewshire,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,-30,-0.333407424
Falkirk,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,10,0.064846638
Fife,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,240,0.664047369
Fife,Health Board,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,240,0.664047369
Forth Valley,Health Board,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,110,0.373908019
Glasgow City,Council Area,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,60,0.103160139
Grampian,Health Board,Rest of UK Net Migration,Flow,2009,Mid-Year,Count,810,1.448497854
